pair_id,review_order,word,pos,material_labels,source_sense_id_a,definition_a,labels_a,examples_a,source_sense_id_b,definition_b,labels_b,examples_b,decision,review_notes
head:noun:686e59004b8f:de27c17910e8f667,101,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a199efd79813d02aa7e503b0:1:sense,"The topmost, foremost, or leading part. | A leading component. | The bow of a vessel.",countable;uncountable,,MERGE,Same learner concept: the foremost/end part of something; valley head vs vessel bow are positional applications.
head:noun:686e59004b8f:de30cbb6abf2e7d9,102,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:088c25a96d4315a358364f2f:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs.",countable,"{""bold_text_offsets"": [[40, 44]], ""text"": ""Be careful when you pet that dog on the head; it may bite."", ""type"": ""example""} | {""bold_text_offsets"": [[55, 59]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter VIII, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 175:"", ""text"": ""Afore we got to the shanty Colonel Applegate stuck his head out of the door. His temper had been getting raggeder all the time, and the sousing he got when he fell overboard had just about ripped what was left of it to ravellings."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:60e5bba8d0dc7f6f5362df1c:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | An individual person.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[29, 33]], ""text"": ""Admission is three dollars a head."", ""type"": ""example""} | {""bold_text_offsets"": [[263, 267]], ""ref"": ""1749, Henry Fielding, chapter VII, in The History of Tom Jones, a Foundling, volume III, London: A[ndrew] Millar, […], →OCLC, book VIII, pages 196–197:"", ""text"": ""[…] but here we are obliged to diſcloſe ſome Maxims, which Publicans hold to be the grand Myſteries of their Trade. […] And, laſtly, if any of their Gueſts call but for little, to make them pay a double Price for every Thing they have ; ſo that the Amount by the Head may be much the ſame."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:dfa493cffc6d6b47,103,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:42cada1f4151174bb989acd3:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | Mind; one's own thoughts.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[33, 37]], ""text"": ""This song keeps going through my head."", ""type"": ""example""} | {""bold_text_offsets"": [[31, 35]], ""ref"": ""1935, George Goodchild, chapter 1, in Death on the Centre Court:"", ""text"": ""“Anthea hasn't a notion in her head but to vamp a lot of silly mugwumps. She's set her heart on that tennis bloke[…]whom the papers are making such a fuss about.”"", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:60e5bba8d0dc7f6f5362df1c:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | An individual person.",countable;figuratively;metonymically;uncountable,"{""bold_text_offsets"": [[29, 33]], ""text"": ""Admission is three dollars a head."", ""type"": ""example""} | {""bold_text_offsets"": [[263, 267]], ""ref"": ""1749, Henry Fielding, chapter VII, in The History of Tom Jones, a Foundling, volume III, London: A[ndrew] Millar, […], →OCLC, book VIII, pages 196–197:"", ""text"": ""[…] but here we are obliged to diſcloſe ſome Maxims, which Publicans hold to be the grand Myſteries of their Trade. […] And, laſtly, if any of their Gueſts call but for little, to make them pay a double Price for every Thing they have ; ſo that the Amount by the Head may be much the ſame."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:e0d0bf58a9d56ae7,104,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a199efd79813d02aa7e503b0:1:sense,"The topmost, foremost, or leading part. | A leading component. | The bow of a vessel.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:fb5d37dec14e34de9b58dcb9:1:sense,"The topmost, foremost, or leading part. | Ellipsis of headline.",abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[17, 21], [96, 100]], ""ref"": ""1968, Earl English, Clarence Hach, Scholastic Journalism, page 166:"", ""text"": ""The content of a headline over a news story should be taken from the lead of the story. […] The head should give the same impression as the body of the story."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:e221c17ba1377440,105,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:d9d8b6490fc0131328a21ddb:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | A milling head, a part of a milling machine that houses the spindle.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:e2919078483573b7,106,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:65166047ed111568c8f09eda:1:sense,"The topmost, foremost, or leading part.",countable,"{""bold_text_offsets"": [[24, 28]], ""text"": ""What does it say at the head of the page?"", ""type"": ""example""} | {""bold_text_offsets"": [[124, 129]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter X, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 243:"", ""text"": ""Men that I knew around Wapatomac didn't wear high, shiny plug hats, nor yeller spring overcoats, nor carry canes with ivory heads as big as a catboat's anchor, as you might say."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6922aa8d47280b09363ec9e9:1:sense,"The topmost, foremost, or leading part. | The headstock of a guitar.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:e2ebc2ed513b5f57,107,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a1330e45f653ac430b3f6ab9:1:sense,"The topmost, foremost, or leading part. | The uppermost part of a valley.",countable;uncountable,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""1912, Robert Sterling Clark, Arthur de Carle Sowerby, Through Shên-kan: The Account of the Clark Expedition in North China, 1908-9., T. Fisher Unwin, →OCLC, page 122:"", ""text"": ""A deep bed of this red sandstone occurs at the head of the Yen Shui valley, a few miles south of Ching-pien [translating 靖邊 /靖边 (Jìngbiān)]."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:fb5d37dec14e34de9b58dcb9:1:sense,"The topmost, foremost, or leading part. | Ellipsis of headline.",abbreviation;alt-of;countable;ellipsis;uncountable,"{""bold_text_offsets"": [[17, 21], [96, 100]], ""ref"": ""1968, Earl English, Clarence Hach, Scholastic Journalism, page 166:"", ""text"": ""The content of a headline over a news story should be taken from the lead of the story. […] The head should give the same impression as the body of the story."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:e6ff9b1b5382dfba,108,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:118faa127a086316e0cab7a9:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | Mental or emotional aptitude or skill.",countable;uncountable,"{""bold_text_offsets"": [[44, 49]], ""text"": ""The company is looking for people with good heads for business."", ""type"": ""example""} | {""bold_text_offsets"": [[10, 14]], ""text"": ""He has no head for heights."", ""type"": ""example""} | {""bold_text_offsets"": [[29, 33]], ""text"": ""It's all about having a good head on your shoulders."", ""type"": ""example""} | {""bold_text_offsets"": [[212, 216], [371, 375]], ""ref"": ""1951, John Wyndham, The Day of the Triffids, Harmondsworth: Penguin Books, published 1954, page 25:"", ""text"": ""And each of a succession of teachers who tried to show me that mathematical answers were derived logically and not through some form of esoteric inspiration was forced to give up with the assurance that I had no head for figures. My father 'would read my school reports with a gloom which in other respects they scarcely warranted. His mind worked, I think, this way: no head for figures = no idea of finance = no money."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:1b8f0821d1a457531dbcba95:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The antlers of a deer.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:eacafb8a77821e49,109,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:7404493d85a355cc00a97b5e:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | The end of a nail, screw, bolt, or similar fastener which is opposite the point; usually blunt and relatively wide.",countable;uncountable,"{""bold_text_offsets"": [[20, 24]], ""text"": ""Hit the nail on the head!"", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:ec4e2f5506f9bcd0,110,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a199efd79813d02aa7e503b0:1:sense,"The topmost, foremost, or leading part. | A leading component. | The bow of a vessel.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:eca48144823b7d5b,111,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:toilet of a ship']:80673e556b4cac824bd1bfc4:1:sense,"A significant or important part. | A beginning or end, a protuberance. | The toilet of a ship.",countable;uncountable,"{""bold_text_offsets"": [[22, 26]], ""text"": ""I've got to go to the head."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:content:19845c494b550cb385f28527:1:sense,"A significant or important part. | A beginning or end, a protuberance. | Tiles laid at the eaves of a house.",countable;in-plural;uncountable,"{""ref"": ""1875, Edward H. Knight, Knight's American Mechanical Dictionary, vol. II, page 1086"", ""text"": ""Heads. (Roofing.) Tiles which are laid at the eaves of a house""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:ed9e4eb5c4dac99f,112,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:088c25a96d4315a358364f2f:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs.",countable,"{""bold_text_offsets"": [[40, 44]], ""text"": ""Be careful when you pet that dog on the head; it may bite."", ""type"": ""example""} | {""bold_text_offsets"": [[55, 59]], ""ref"": ""1913, Joseph C[rosby] Lincoln, chapter VIII, in Mr. Pratt’s Patients, New York, N.Y.; London: D[aniel] Appleton and Company, →OCLC, page 175:"", ""text"": ""Afore we got to the shanty Colonel Applegate stuck his head out of the door. His temper had been getting raggeder all the time, and the sousing he got when he fell overboard had just about ripped what was left of it to ravellings."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:Q23640']:3ebe701b39e23a443430e602:1:sense,"The part of the body of an animal or human which contains the brain, mouth, and main sense organs. | To do with heads. | The population of game.",countable;uncountable,"{""bold_text_offsets"": [[16, 20]], ""text"": ""We have a heavy head of deer this year."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:edb82036433d7868,113,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:a6d48e3310f2fc018bbec7b7:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | The sharp end of an arrow, spear, or pointer.",countable;uncountable,"{""bold_text_offsets"": [[4, 8]], ""text"": ""The head of the compass needle is pointing due north."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:f193444bd265e1c9,114,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6922aa8d47280b09363ec9e9:1:sense,"The topmost, foremost, or leading part. | The headstock of a guitar.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:f709b2eb6c81dfa6,115,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6922aa8d47280b09363ec9e9:1:sense,"The topmost, foremost, or leading part. | The headstock of a guitar.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:ff171db3e8beb6cdc2d7d903:1:sense,"The topmost, foremost, or leading part. | A headland.",UK;countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:f941c6bb14c2676f,116,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:97b0085b550d1f9859dbab32:1:sense,"The topmost, foremost, or leading part. | The principal operative part of a machine, tool or fastener. | The part of a disk drive responsible for reading and writing data.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:fad712a11fd9567b,117,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:81c7bd4cb1489814e994ad1e:1:sense,"The topmost, foremost, or leading part. | A title or heading in a book or other document.",countable;uncountable,"{""bold_text_offsets"": [[77, 82]], ""ref"": ""1807, George Burnett, Specimens of English Prose Writers, page 351:"", ""text"": ""In this repositary, the phenomena of nature are ranged under three principal heads."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:f64bd481b80b2d6d56d8fd92:1:sense,"The topmost, foremost, or leading part. | The foam that forms on top of beer or other carbonated beverages.",countable;uncountable,"{""bold_text_offsets"": [[38, 42]], ""text"": ""Pour me a fresh beer; this one has no head."", ""type"": ""example""} | {""bold_text_offsets"": [[72, 76]], ""text"": ""He never learned how to pour a glass of beer so it didn't have too much head."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
head:noun:686e59004b8f:fb04d04faa175e99,118,head,noun,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:6ade88529eaa28139de6220b:1:sense,"The topmost, foremost, or leading part. | Synonym of tidal bore.",countable;uncountable,,WIK:wiktionary-20260901:m004.3-v1:en:421b810be94d7ca34eaea61a:['en:topmost or foremost part']:e847448e4d47e442a2f01331:1:sense,"The topmost, foremost, or leading part. | The end of an abscess where pus collects.",countable;uncountable,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
light:noun:bcede23fb774:612dadbe0509464e,119,light,noun,,WIK:wiktionary-20260901:m004.3-v1:en:afca2808d3b0337531852028:['en:Q76299']:8143be40ba206813c84456bf:1:sense,Electromagnetic radiation in the wavelength range visible to the human eye (about 400–750 nanometers): visible light.,uncountable,"{""bold_text_offsets"": [[56, 61]], ""text"": ""As you can see, this spacious dining-room gets a lot of light in the mornings."", ""type"": ""example""} | {""bold_text_offsets"": [[152, 157]], ""ref"": ""1897 December (indicated as 1898), Winston Churchill, chapter V, in The Celebrity: An Episode, New York, N.Y.: The Macmillan Company; London: Macmillan & Co., Ltd., →OCLC:"", ""text"": ""Then came a maid with hand-bag and shawls, and after her a tall young lady. She stood for a moment holding her skirt above the grimy steps,[…], and the light of the reflector fell full upon her."", ""type"": ""quotation""} | {""bold_text_offsets"": [[132, 137]], ""ref"": ""1963, Margery Allingham, chapter 3, in The China Governess: A Mystery, London: Chatto & Windus, →OCLC:"", ""text"": ""Here the stripped panelling was warmly gold and the pictures, mostly of the English school, were mellow and gentle in the afternoon light."", ""type"": ""quotation""} | {""bold_text_offsets"": [[185, 190], [371, 376]], ""ref"": ""2013 July 20, “Out of the gloom”, in The Economist, volume 408, number 8845:"", ""text"": ""[Rural solar plant] schemes are of little help to industry or other heavy users of electricity. Nor is solar power yet as cheap as the grid. For all that, the rapid arrival of electric light to Indian villages is long overdue. When the national grid suffers its next huge outage, as it did in July 2012 when hundreds of millions were left in the dark, look for specks of light in the villages."", ""type"": ""quotation""} | {""ref"": ""2016, VOA Learning English (public domain)"", ""text"": ""When the studio light is on, I am recording my evening show.""}",WIK:wiktionary-20260901:m004.3-v1:en:dce747a4e121e3f2f7cfd479:content:0c691245583ae2aa3c34c186:1:sense,A member of the light cavalry.,historical,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
light:noun:bcede23fb774:f2585c374d2de0b5,120,light,noun,,WIK:wiktionary-20260901:m004.3-v1:en:afca2808d3b0337531852028:['en:source of illumination']:26c34e3014a3916251952f9d:1:sense,"A source of illumination. | A lightbulb or similar light-emitting device, regardless of whether it is lit.",countable;uncountable,"{""bold_text_offsets"": [[22, 28]], ""text"": ""We turned off all the lights and went to sleep."", ""type"": ""example""} | {""bold_text_offsets"": [[12, 18]], ""ref"": ""2016 August 7, Jameson Rich, “The Shirt Stays On”, in The New York Times, New York, N.Y.: The New York Times Company, →ISSN, →OCLC, archived from the original on 25 Nov 2022:"", ""text"": ""The ceiling lights were off, but I knew the narrow light spilling from the lamp on my bureau would be enough for her to see the pale red marks on my chest, which had been fading for so long they had gone back to being shiny again."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:afca2808d3b0337531852028:['en:source of illumination']:f21417cea922c2b3b9d29aa7:1:sense,A source of illumination.,countable,"{""bold_text_offsets"": [[9, 14]], ""text"": ""Put that light out!"", ""type"": ""example""} | {""bold_text_offsets"": [[8, 13]], ""ref"": ""1611, The Holy Bible, […] (King James Version), London: […] Robert Barker, […], →OCLC, John 1:5:"", ""text"": ""And the light ſhineth in darkneſſe, and the darkneſſe compꝛehended it not."", ""type"": ""quotation""} | {""bold_text_offsets"": [[90, 96]], ""ref"": ""1918, W[illiam] B[abington] Maxwell, chapter V, in The Mirror and the Lamp, Indianapolis, Ind.: The Bobbs-Merrill Company, →OCLC:"", ""text"": ""He was thinking; but the glory of the song, the swell from the great organ, the clustered lights, […], the height and vastness of this noble fane, its antiquity and its strength—all these things seemed to have their part as causes of the thrilling emotion that accompanied his thoughts."", ""type"": ""quotation""}",MERGE,Same learner meaning: a source of illumination; lightbulb is the ordinary concrete instance.
line:noun:99cc3599809d:177dcd7b9783dc10,121,line,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:lie-exaggeration-spin', 'en:Q2312067']:79559db5d3d695b75462a7e6:1:sense","A small amount of text. Specifically: | A lie, exaggeration, or spin, especially one said to gain another's approval or prevent losing it. | Ellipsis of pick-up line.",abbreviation;alt-of;ellipsis,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:c1464427c52356e734f97bb5:1:sense,Ellipsis of agate line (one fourteenth of an inch).,abbreviation;alt-of;ellipsis,"{""ref"": ""1912, Miscellaneous Series, numbers 7-11, page 25:"", ""text"": ""Advertising rates, line contract, less than 500 agate lines, 12 cents per line; 1,000 to 2,000 lines, 7 cents; 5,000 to 10,000 lines, 5 cents."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:2fc1eeeb24d2b4fe,122,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:lie-exaggeration-spin']:329bcc33289598ef6f0bfc3d:1:sense,"A small amount of text. Specifically: | A lie, exaggeration, or spin, especially one said to gain another's approval or prevent losing it.",,"{""bold_text_offsets"": [[16, 20]], ""text"": ""Don't feed me a line!"", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:dd7420dfbacc8594c835a81b:1:sense,A small amount of text. Specifically: | A verse (in poetry).,,"{""bold_text_offsets"": [[21, 25]], ""ref"": ""1609, William Shakespeare, Sonnet 71:"", ""text"": ""Nay if you read this line, remember not, / The hand that writ it."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:35546753cd4c5bae,123,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:0edf63ac51c38a8f8fc1894c:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight.",,"{""bold_text_offsets"": [[32, 36]], ""text"": ""The arrow descended in a curved line."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:bde0cd1e8f0ddf1a6e495938:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | A circle of latitude or of longitude, as represented on a map.",,,MERGE,Same learner meaning: a line/path; latitude/longitude is a map-specific application.
line:noun:99cc3599809d:4ee253d0c1fad3fd,124,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:lie-exaggeration-spin']:329bcc33289598ef6f0bfc3d:1:sense,"A small amount of text. Specifically: | A lie, exaggeration, or spin, especially one said to gain another's approval or prevent losing it.",,"{""bold_text_offsets"": [[16, 20]], ""text"": ""Don't feed me a line!"", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:7ebe8a2dff69593d9f1db07b:1:sense,"A small amount of text. Specifically: | A sentence of dialogue, especially in a play, movie, or the like.",,"{""bold_text_offsets"": [[29, 34]], ""text"": ""He was perfecting his pickup lines for use at the bar."", ""type"": ""example""} | {""bold_text_offsets"": [[48, 53]], ""text"": ""\""It is what it is\"" was one of his more annoying lines."", ""type"": ""example""} | {""bold_text_offsets"": [[84, 88], [84, 89], [143, 147]], ""ref"": ""2010, Alison Hodge, Actor training, page 138:"", ""text"": ""Anyone who has worked with Littlewood will wince at the memory of going over single lines time and time again, each actor in turn speaking the line until the valid intonation, phasing and emphasis emerged."", ""type"": ""quotation""} | {""bold_text_offsets"": [[63, 68]], ""ref"": ""2026 January 29, Angela Haupt, “Can I Ask Someone if They’re on Ozempic?”, in TIME, archived from the original on 01 Feb 2026:"", ""text"": ""Many have reported success shutting down the conversation with lines like these: “I'm making healthier choices. I'm going to the gym. I'm being mindful of what I'm eating, or I'm working with a health care professional.”"", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:5c649c3efa4a155a,125,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:14678ac8b39456b714d67022:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One twelfth of an inch.",,"{""bold_text_offsets"": [[53, 57], [63, 67], [82, 86]], ""ref"": ""1883, Alfred Swaine Taylor, Thomas Stevenson, The principles and practice of medical jurisprudence:"", ""text"": ""The cut is measured in thickness from a quarter of a line to a line and a half (a line is one-twelfth of an inch)."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:6abd5ac6d246117667e05da8:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One fortieth of an inch.",,"{""bold_text_offsets"": [[75, 79], [172, 176], [180, 184], [242, 246]], ""ref"": ""1922, “Statement of James Turner, Representing Universal Button Fastening Co., Detriot, Mich.”, in Hearings Before the Committee on Finance, United States Senate, page 5337:"", ""text"": ""In case any of the committee do not understand what is meant by a rate per line, I may say that buttons, being very small, are not measured by the foot or inch, but by the line, a line being one-fortieth of an inch. For example, that is a 27-line button[…]."", ""type"": ""quotation""}",MERGE,Same learner meaning: historical unit 'line'; numeric magnitude varies by system/context.
